Transcript_ID	TE_BP	Total_Len	TE_Percentage
MSTRG.14516.1	0	284	0
MSTRG.14529.1	0	286	0
MSTRG.14533.11	0	1787	0
MSTRG.14535.1	0	523	0
MSTRG.14561.1	0	968	0
MSTRG.14565.1	0	758	0
MSTRG.14574.1	0	268	0
MSTRG.14575.1	0	615	0
MSTRG.14579.1	44	4445	0.989876
MSTRG.1458.1	203	301	67.4419
MSTRG.14584.1	54	1818	2.9703
MSTRG.1459.1	166	255	65.098
MSTRG.14614.2	54	3475	1.55396
MSTRG.14621.1	0	267	0
MSTRG.14622.1	128	2342	5.46541
MSTRG.14627.1	74	1624	4.55665
MSTRG.14632.2	0	1374	0
MSTRG.14633.1	0	407	0
MSTRG.14634.1	0	245	0
MSTRG.14635.1	0	528	0
MSTRG.14645.1	0	2124	0
MSTRG.14655.4	0	2846	0
MSTRG.14657.1	0	638	0
MSTRG.14674.2	0	420	0
MSTRG.14675.1	0	930	0
MSTRG.14679.1	0	2256	0
MSTRG.1468.1	0	314	0
MSTRG.14686.2	0	3018	0
MSTRG.14688.1	0	271	0
MSTRG.14690.1	0	391	0
MSTRG.14703.1	120	1734	6.92042
MSTRG.14705.1	53	1713	3.09399
MSTRG.14707.1	0	3443	0
MSTRG.14708.2	74	6249	1.18419
MSTRG.14712.1	0	299	0
MSTRG.14714.2	0	6206	0
MSTRG.14719.1	61	1362	4.47871
MSTRG.14720.1	0	864	0
MSTRG.14724.1	0	3495	0
MSTRG.1473.2	0	1554	0
MSTRG.14735.1	18	700	2.57143
MSTRG.14748.1	6	1011	0.593472
MSTRG.14749.1	0	332	0
MSTRG.14750.1	89	767	11.6037
MSTRG.14755.1	79	877	9.00798
MSTRG.14764.1	0	3509	0
MSTRG.14779.1	0	2644	0
MSTRG.1478.1	0	217	0
MSTRG.1479.1	0	2745	0
MSTRG.14795.1	0	1653	0
MSTRG.14796.1	0	1472	0
MSTRG.14799.1	0	2376	0
MSTRG.14805.1	0	3316	0
MSTRG.14806.3	0	1631	0
MSTRG.14809.4	84	3723	2.25624
MSTRG.14817.1	0	276	0
MSTRG.14819.1	0	735	0
MSTRG.14820.1	0	4351	0
MSTRG.1482.1	128	3363	3.80613
MSTRG.14839.1	0	1002	0
MSTRG.14847.1	0	332	0
MSTRG.14848.2	0	2133	0
MSTRG.14857.1	0	211	0
MSTRG.1486.1	0	1409	0
MSTRG.14863.1	0	267	0
MSTRG.14866.3	0	2561	0
MSTRG.14867.2	0	2598	0
MSTRG.14882.1	0	636	0
MSTRG.14891.1	0	355	0
MSTRG.1489.2	62	1187	5.22325
MSTRG.14894.4	0	2077	0
MSTRG.14904.1	0	944	0
MSTRG.14923.2	52	2336	2.22603
MSTRG.14928.1	66	1761	3.74787
MSTRG.1493.1	0	376	0
MSTRG.14932.1	0	1076	0
MSTRG.14942.2	0	736	0
MSTRG.14945.6	0	1193	0
MSTRG.14951.1	0	316	0
MSTRG.14958.1	0	448	0
MSTRG.14964.1	0	623	0
MSTRG.14970.1	0	389	0
MSTRG.14979.1	0	1990	0
MSTRG.14980.1	0	233	0
MSTRG.1498.1	29	221	13.1222
MSTRG.14981.1	0	546	0
MSTRG.14984.1	0	850	0
MSTRG.14987.10	0	3540	0
MSTRG.1500.2	0	2545	0
MSTRG.1501.2	0	1392	0
MSTRG.15019.3	0	2562	0
MSTRG.15020.1	0	789	0
MSTRG.15030.2	146	4267	3.42161
MSTRG.15031.1	0	467	0
MSTRG.150.4	693	2192	31.615
MSTRG.15043.1	0	1246	0
MSTRG.15044.1	65	757	8.58653
MSTRG.1504.5	0	1927	0
MSTRG.15045.1	0	662	0
MSTRG.15049.1	0	452	0
MSTRG.1505.1	0	574	0
MSTRG.15056.1	86	1185	7.25738
MSTRG.15066.1	44	2619	1.68003
MSTRG.15069.1	0	3664	0
MSTRG.15070.1	0	1106	0
MSTRG.1507.1	0	1143	0
MSTRG.15076.1	70	2929	2.38989
MSTRG.15079.1	396	3002	13.1912
MSTRG.15085.1	0	243	0
MSTRG.1509.1	398	459	86.7102
MSTRG.15105.1	117	3403	3.43814
MSTRG.15117.1	0	740	0
MSTRG.15118.1	0	2880	0
MSTRG.15119.1	0	300	0
MSTRG.15123.3	0	2232	0
MSTRG.15129.1	0	3110	0
MSTRG.15136.7	0	2216	0
MSTRG.15137.7	0	1124	0
MSTRG.15138.1	38	215	17.6744
MSTRG.15146.4	0	1122	0
MSTRG.15162.1	0	307	0
MSTRG.15167.1	0	585	0
MSTRG.15179.2	0	1681	0
MSTRG.15189.1	0	303	0
MSTRG.15193.1	0	3219	0
MSTRG.15195.1	0	453	0
MSTRG.15200.1	0	595	0
MSTRG.15203.1	0	1188	0
MSTRG.15215.1	0	2115	0
MSTRG.15235.1	267	1085	24.6083
MSTRG.15239.1	76	2576	2.95031
MSTRG.15243.2	0	3258	0
MSTRG.1525.1	0	675	0
MSTRG.1526.1	0	492	0
MSTRG.15262.1	0	493	0
MSTRG.15267.1	129	2805	4.59893
MSTRG.15275.2	53	439	12.0729
MSTRG.15279.3	3	1078	0.278293
MSTRG.15280.1	104	937	11.0993
MSTRG.15283.1	122	612	19.9346
MSTRG.15307.1	2	860	0.232558
MSTRG.15310.1	0	1420	0
MSTRG.1531.1	212	1750	12.1143
MSTRG.15320.1	0	328	0
MSTRG.15322.1	0	280	0
MSTRG.15333.1	0	2066	0
MSTRG.15336.2	0	1861	0
MSTRG.15340.1	57	2740	2.08029
MSTRG.15342.2	0	3173	0
MSTRG.15344.1	86	3900	2.20513
MSTRG.15345.1	86	2579	3.33463
MSTRG.15351.1	53	1414	3.74823
MSTRG.15368.3	0	3008	0
MSTRG.15375.1	1232	2252	54.7069
MSTRG.15395.1	48	264	18.1818
MSTRG.154.1	0	497	0
MSTRG.15414.1	70	2680	2.61194
MSTRG.15434.1	68	2716	2.50368
MSTRG.15449.1	96	532	18.0451
MSTRG.1545.1	0	1001	0
MSTRG.15452.1	52	989	5.25784
MSTRG.15456.1	0	984	0
MSTRG.15457.2	0	5293	0
MSTRG.15459.1	58	4058	1.42928
MSTRG.15460.1	0	408	0
MSTRG.15461.1	0	1029	0
MSTRG.15462.1	0	1153	0
MSTRG.15468.1	116	2839	4.08595
MSTRG.15478.1	0	282	0
MSTRG.15479.2	0	310	0
MSTRG.15486.1	0	254	0
MSTRG.1549.1	127	836	15.1914
MSTRG.15495.1	492	5052	9.73872
MSTRG.15496.1	53	1188	4.46128
MSTRG.15497.1	36	4173	0.862689
MSTRG.15502.1	0	373	0
MSTRG.15503.1	1	617	0.162075
MSTRG.15504.1	0	256	0
MSTRG.15506.3	0	3543	0
MSTRG.15507.1	0	231	0
MSTRG.15508.1	0	1328	0
MSTRG.155.1	175	882	19.8413
MSTRG.15510.1	0	206	0
MSTRG.15511.1	0	595	0
MSTRG.15529.1	0	1021	0
MSTRG.15541.1	51	4114	1.23967
MSTRG.15547.1	0	483	0
MSTRG.15548.1	0	1091	0
MSTRG.15549.1	0	714	0
MSTRG.15557.1	169	904	18.6947
MSTRG.15558.1	0	235	0
MSTRG.15559.1	0	276	0
MSTRG.15561.1	0	329	0
MSTRG.15571.1	41	238	17.2269
MSTRG.15577.1	0	998	0
MSTRG.1558.2	61	4265	1.43025
MSTRG.15601.1	51	818	6.23472
MSTRG.1561.1	0	823	0
MSTRG.15629.1	0	481	0
MSTRG.15632.1	62	3015	2.05638
MSTRG.15633.2	62	758	8.17942
MSTRG.15634.1	0	814	0
MSTRG.15636.1	0	617	0
MSTRG.15646.1	0	1659	0
MSTRG.15652.1	0	1478	0
MSTRG.15653.1	0	625	0
MSTRG.15659.1	0	516	0
MSTRG.15666.1	98	2615	3.74761
MSTRG.15675.1	62	2339	2.65071
MSTRG.15682.1	0	464	0
MSTRG.15691.1	0	335	0
MSTRG.15699.2	373	1322	28.2148
MSTRG.15711.2	0	836	0
MSTRG.15716.1	0	1151	0
MSTRG.15726.1	47	291	16.1512
MSTRG.1573.1	0	226	0
MSTRG.15732.1	300	2069	14.4998
MSTRG.15737.1	471	2396	19.6578
MSTRG.15752.2	2014	4995	40.3203
MSTRG.15754.2	0	258	0
MSTRG.15766.1	0	558	0
MSTRG.15768.1	167	400	41.75
MSTRG.15771.1	59	1081	5.45791
MSTRG.15774.1	0	1960	0
MSTRG.15785.1	104	1226	8.48287
MSTRG.15794.2	81	1655	4.89426
MSTRG.15795.1	0	341	0
MSTRG.15798.1	0	654	0
MSTRG.15807.1	0	1334	0
MSTRG.15810.1	0	1217	0
MSTRG.15813.1	0	1275	0
MSTRG.15822.1	0	1006	0
MSTRG.15825.1	0	1445	0
MSTRG.15837.1	0	1111	0
MSTRG.15842.1	0	567	0
MSTRG.15844.1	0	1029	0
MSTRG.15848.1	27	2442	1.10565
MSTRG.15849.1	85	1869	4.54789
MSTRG.1585.1	0	920	0
MSTRG.1588.1	369	2463	14.9817
MSTRG.15883.1	0	216	0
MSTRG.15886.1	0	215	0
MSTRG.15890.1	0	568	0
MSTRG.15897.1	0	611	0
MSTRG.15903.9	0	812	0
MSTRG.15907.1	0	361	0
MSTRG.159.1	0	496	0
MSTRG.15922.1	0	2371	0
MSTRG.15926.2	0	4773	0
MSTRG.15938.1	76	756	10.0529
MSTRG.15939.1	159	205	77.561
MSTRG.15947.1	0	327	0
MSTRG.15950.1	0	658	0
MSTRG.15951.1	55	1006	5.4672
MSTRG.15963.1	49	2741	1.78767
MSTRG.1597.1	0	353	0
MSTRG.15989.7	108	2921	3.69736
MSTRG.1599.1	0	557	0
MSTRG.15991.1	0	1169	0
MSTRG.16003.1	0	234	0
MSTRG.160.1	198	1522	13.0092
MSTRG.16010.1	0	452	0
MSTRG.16022.1	0	720	0
MSTRG.16023.1	0	1670	0
MSTRG.16030.1	0	1016	0
MSTRG.16032.1	64	1718	3.72526
MSTRG.16038.1	0	1287	0
MSTRG.16047.1	0	785	0
MSTRG.1605.1	0	377	0
MSTRG.16055.1	0	287	0
MSTRG.16060.2	259	4881	5.30629
MSTRG.16062.1	0	231	0
MSTRG.16063.1	0	504	0
MSTRG.16064.1	0	735	0
MSTRG.16068.1	0	3495	0
MSTRG.16083.2	123	2467	4.98581
MSTRG.16091.1	0	1015	0
MSTRG.16118.1	0	1138	0
MSTRG.16120.1	38	279	13.6201
MSTRG.16126.1	0	1211	0
MSTRG.16132.1	112	2702	4.14508
MSTRG.16136.1	0	366	0
MSTRG.16139.1	0	1162	0
MSTRG.16140.1	0	365	0
MSTRG.1615.1	0	1095	0
MSTRG.16151.1	0	1406	0
MSTRG.16162.6	0	1176	0
MSTRG.1618.1	0	826	0
MSTRG.16197.1	2	537	0.372439
MSTRG.16198.1	143	1017	14.061
MSTRG.16205.1	0	661	0
MSTRG.16208.1	0	759	0
MSTRG.162.1	0	443	0
MSTRG.16211.1	0	876	0
MSTRG.16219.4	0	516	0
MSTRG.16223.4	55	1581	3.47881
MSTRG.16228.10	0	1628	0
MSTRG.16229.2	0	778	0
MSTRG.16230.1	0	2172	0
MSTRG.1623.1	0	835	0
MSTRG.16237.1	0	338	0
MSTRG.16240.3	0	2551	0
MSTRG.1624.1	0	924	0
MSTRG.16243.1	548	2077	26.3842
MSTRG.16245.1	0	1297	0
MSTRG.16246.1	0	1087	0
MSTRG.16254.1	0	304	0
MSTRG.16258.1	0	1108	0
MSTRG.16259.1	257	2572	9.99222
MSTRG.16264.1	0	5254	0
MSTRG.16265.1	0	615	0
MSTRG.16266.1	0	387	0
MSTRG.16268.1	105	2670	3.93258
MSTRG.16279.1	39	471	8.28025
MSTRG.16284.1	0	359	0
MSTRG.1629.1	0	1967	0
MSTRG.16294.1	0	1390	0
MSTRG.16310.1	559	1359	41.1332
MSTRG.16314.1	0	288	0
MSTRG.16330.2	14	965	1.45078
MSTRG.16334.1	0	858	0
MSTRG.16351.4	0	1204	0
MSTRG.16352.4	0	1010	0
MSTRG.16359.1	0	2367	0
MSTRG.16363.1	0	282	0
MSTRG.16381.1	72	1347	5.34521
MSTRG.16384.1	0	7753	0
MSTRG.16385.1	0	335	0
MSTRG.16386.1	0	1467	0
MSTRG.1639.1	328	2557	12.8275
MSTRG.16398.1	0	1155	0
MSTRG.16399.1	55	1828	3.00875
MSTRG.16400.2	0	1884	0
MSTRG.16403.1	0	254	0
MSTRG.16406.1	82	2893	2.83443
MSTRG.16411.1	0	1349	0
MSTRG.16412.1	0	841	0
MSTRG.16413.1	0	812	0
MSTRG.16417.1	0	1650	0
MSTRG.16420.1	0	329	0
MSTRG.1642.1	0	1590	0
MSTRG.16437.1	0	223	0
MSTRG.16446.1	0	1528	0
MSTRG.16454.1	0	815	0
MSTRG.16464.1	0	722	0
MSTRG.1647.1	287	988	29.0486
MSTRG.16475.1	0	780	0
MSTRG.16478.1	0	487	0
MSTRG.16488.1	0	667	0
MSTRG.16492.1	0	3410	0
MSTRG.16509.1	0	816	0
MSTRG.16524.1	181	2031	8.91187
MSTRG.1653.1	89	659	13.5053
MSTRG.1654.1	175	1668	10.4916
MSTRG.16556.1	151	1446	10.4426
MSTRG.16563.1	44	3699	1.18951
MSTRG.16581.1	0	816	0
MSTRG.16589.1	0	289	0
MSTRG.16599.1	0	1889	0
MSTRG.16600.1	0	1473	0
MSTRG.16601.1	0	799	0
MSTRG.16602.1	0	647	0
MSTRG.16603.1	0	2014	0
MSTRG.16604.1	0	1596	0
MSTRG.16605.1	51	2798	1.82273
MSTRG.16611.1	0	646	0
MSTRG.16613.1	0	1628	0
MSTRG.16621.1	0	1169	0
MSTRG.16633.1	0	208	0
MSTRG.16649.1	0	581	0
MSTRG.16651.1	0	602	0
MSTRG.16653.1	58	1431	4.05311
MSTRG.16686.1	0	779	0
MSTRG.16687.1	0	582	0
MSTRG.16688.1	0	258	0
MSTRG.16697.1	0	2056	0
MSTRG.16701.1	0	933	0
MSTRG.16709.1	965	4032	23.9335
MSTRG.16712.1	0	218	0
MSTRG.167.3	0	1112	0
MSTRG.16745.1	0	522	0
MSTRG.16753.1	0	609	0
MSTRG.16756.1	0	1011	0
MSTRG.16763.1	0	1218	0
MSTRG.16775.1	0	734	0
MSTRG.16786.1	0	447	0
MSTRG.16787.1	0	1235	0
MSTRG.16788.1	0	3008	0
MSTRG.16789.1	0	1377	0
MSTRG.1679.1	0	453	0
MSTRG.16796.3	57	2557	2.22917
MSTRG.16801.1	408	2773	14.7133
MSTRG.16803.1	0	1321	0
MSTRG.16815.3	0	2295	0
MSTRG.16817.1	0	417	0
MSTRG.1683.1	0	327	0
MSTRG.16831.1	92	2021	4.5522
MSTRG.1685.1	0	361	0
MSTRG.16855.2	0	931	0
MSTRG.16858.1	0	322	0
MSTRG.16863.1	0	590	0
MSTRG.16864.6	55	4775	1.15183
MSTRG.16870.2	0	1282	0
MSTRG.16876.3	0	963	0
MSTRG.1688.1	0	865	0
MSTRG.16883.1	0	811	0
MSTRG.16891.3	90	1996	4.50902
MSTRG.16892.1	0	964	0
MSTRG.16895.1	0	947	0
MSTRG.16898.2	0	2164	0
MSTRG.16899.1	0	1836	0
MSTRG.16912.1	0	2840	0
MSTRG.16913.1	0	212	0
MSTRG.16914.1	0	316	0
MSTRG.16916.1	0	2112	0
MSTRG.16919.1	82	3244	2.52774
MSTRG.16923.6	56	2892	1.93638
MSTRG.16925.2	78	4856	1.60626
MSTRG.16947.1	0	240	0
MSTRG.16951.1	0	474	0
MSTRG.16969.1	0	397	0
MSTRG.1697.1	0	410	0
MSTRG.16972.1	0	823	0
MSTRG.16976.1	0	435	0
MSTRG.16977.1	0	249	0
MSTRG.16978.1	0	3640	0
MSTRG.16979.1	0	1064	0
MSTRG.1698.3	0	1763	0
MSTRG.16995.1	0	224	0
MSTRG.16997.1	0	748	0
MSTRG.17000.1	0	1059	0
MSTRG.17008.1	0	807	0
MSTRG.170.1	0	362	0
MSTRG.17018.1	0	249	0
MSTRG.17062.1	0	892	0
MSTRG.17067.1	0	700	0
MSTRG.17070.1	0	814	0
MSTRG.17088.1	60	2982	2.01207
MSTRG.17106.2	0	829	0
MSTRG.17107.1	0	1028	0
MSTRG.1712.1	0	1887	0
MSTRG.17124.2	34	2738	1.24178
MSTRG.17127.4	48	5835	0.822622
MSTRG.17132.1	0	256	0
MSTRG.17133.1	0	1564	0
MSTRG.17163.1	486	2036	23.8703
MSTRG.17169.1	0	960	0
MSTRG.17174.1	0	2100	0
MSTRG.17177.1	0	879	0
MSTRG.17178.1	0	1844	0
MSTRG.17179.1	0	589	0
MSTRG.1719.1	0	342	0
MSTRG.1720.1	0	288	0
MSTRG.17205.1	0	945	0
MSTRG.17206.4	0	1800	0
MSTRG.17210.1	135	1757	7.68355
MSTRG.17234.1	440	700	62.8571
MSTRG.17245.1	34	292	11.6438
MSTRG.1725.1	675	3057	22.0805
MSTRG.17268.1	126	390	32.3077
MSTRG.17273.1	0	987	0
MSTRG.17281.1	0	227	0
MSTRG.17291.1	0	869	0
MSTRG.17295.1	0	624	0
MSTRG.17304.1	0	983	0
MSTRG.17306.2	218	2665	8.18011
MSTRG.173.1	46	544	8.45588
MSTRG.17313.1	0	213	0
MSTRG.17315.2	0	507	0
MSTRG.17332.1	427	4820	8.85892
MSTRG.17334.4	0	873	0
MSTRG.17360.1	61	2961	2.06011
MSTRG.17369.1	0	2501	0
MSTRG.17371.1	19	282	6.73759
MSTRG.17373.1	0	436	0
MSTRG.17374.1	0	1226	0
MSTRG.17388.1	0	9872	0
MSTRG.17389.1	0	688	0
MSTRG.17390.1	0	3348	0
MSTRG.17391.2	0	2243	0
MSTRG.17397.1	35	1079	3.24374
MSTRG.17407.1	0	2187	0
MSTRG.17409.1	0	2433	0
MSTRG.17412.1	0	1343	0
MSTRG.17415.2	0	2082	0
MSTRG.17416.1	0	875	0
MSTRG.17421.1	0	250	0
MSTRG.17426.1	0	266	0
MSTRG.17427.1	0	815	0
MSTRG.17430.1	0	991	0
MSTRG.17434.1	0	1023	0
MSTRG.17442.1	99	354	27.9661
MSTRG.17446.1	261	1908	13.6792
MSTRG.17447.1	0	348	0
MSTRG.17452.1	18	284	6.33803
MSTRG.17469.1	77	855	9.00585
MSTRG.17470.2	0	1466	0
MSTRG.17473.5	0	2006	0
MSTRG.17474.1	117	10039	1.16545
MSTRG.17477.2	39	212	18.3962
MSTRG.17481.1	0	456	0
MSTRG.17483.5	0	894	0
MSTRG.17484.1	0	1316	0
MSTRG.17500.1	58	2433	2.38389
MSTRG.1750.1	0	228	0
MSTRG.17506.1	34	1199	2.8357
MSTRG.175.1	0	653	0
MSTRG.17510.1	72	1148	6.27178
MSTRG.1751.1	0	384	0
MSTRG.17511.1	0	1465	0
MSTRG.17516.2	123	1898	6.48051
MSTRG.17518.5	93	1786	5.20717
MSTRG.17522.1	0	367	0
MSTRG.17533.1	0	1573	0
MSTRG.1754.2	342	2347	14.5718
MSTRG.17542.1	0	1610	0
MSTRG.1755.1	0	997	0
MSTRG.17561.1	0	1376	0
MSTRG.17564.1	0	760	0
MSTRG.17568.2	0	1136	0
MSTRG.17577.1	0	1756	0
MSTRG.17584.1	0	942	0
MSTRG.17590.1	0	1451	0
MSTRG.1759.1	279	1575	17.7143
MSTRG.176.1	0	1660	0
MSTRG.1761.1	0	904	0
MSTRG.17611.1	0	1816	0
MSTRG.17613.1	0	2540	0
MSTRG.17614.1	0	316	0
MSTRG.17615.1	0	276	0
MSTRG.17623.1	0	1017	0
MSTRG.17630.1	0	760	0
MSTRG.1764.1	0	245	0
MSTRG.1765.1	0	2552	0
MSTRG.17651.1	0	2986	0
MSTRG.17658.1	0	1456	0
MSTRG.17659.1	0	2005	0
MSTRG.17660.1	0	205	0
MSTRG.17661.3	0	2977	0
MSTRG.17662.1	0	662	0
MSTRG.17671.2	325	2327	13.9665
MSTRG.17693.1	0	313	0
MSTRG.17695.1	0	1475	0
MSTRG.17718.2	0	821	0
MSTRG.17720.1	0	540	0
MSTRG.17721.5	0	892	0
MSTRG.17723.1	0	466	0
MSTRG.17743.1	48	2345	2.04691
MSTRG.17744.1	48	1673	2.8691
MSTRG.17769.1	236	3013	7.83272
MSTRG.1777.1	0	1134	0
MSTRG.17771.2	25	368	6.79348
MSTRG.178.1	0	1226	0
MSTRG.1787.3	217	622	34.8875
MSTRG.1796.1	0	3874	0
MSTRG.1799.1	66	1816	3.63436
MSTRG.1800.1	66	541	12.1996
MSTRG.1802.1	0	2231	0
MSTRG.18.1	0	225	0
MSTRG.1812.1	0	1400	0
MSTRG.1815.1	57	731	7.79754
MSTRG.1816.1	0	1609	0
MSTRG.1818.4	0	2554	0
MSTRG.1820.1	0	2523	0
MSTRG.1830.1	54	1597	3.38134
MSTRG.1834.1	0	1425	0
MSTRG.1836.1	0	1781	0
MSTRG.1849.1	0	2108	0
MSTRG.1861.1	54	2971	1.81757
MSTRG.1865.1	0	310	0
MSTRG.1871.1	510	3060	16.6667
MSTRG.1879.3	0	1006	0
MSTRG.1901.1	0	2811	0
MSTRG.1905.1	0	1664	0
MSTRG.1912.1	58	8241	0.703798
MSTRG.1916.1	176	1393	12.6346
MSTRG.1924.5	0	1948	0
MSTRG.1937.1	98	546	17.9487
MSTRG.1939.1	70	1743	4.01606
MSTRG.1941.1	304	702	43.3048
MSTRG.1947.1	0	524	0
MSTRG.195.1	0	1053	0
MSTRG.1952.1	0	1292	0
MSTRG.1963.1	296	431	68.6775
MSTRG.1965.1	470	4291	10.9532
MSTRG.1968.1	0	568	0
MSTRG.1969.1	0	403	0
MSTRG.1973.1	0	1440	0
MSTRG.1988.1	0	375	0
MSTRG.1991.1	0	847	0
MSTRG.1994.1	0	642	0
MSTRG.2000.1	115	2375	4.84211
MSTRG.2008.1	0	1048	0
MSTRG.2014.1	0	1721	0
MSTRG.2017.1	170	1905	8.92388
MSTRG.2020.1	0	1499	0
MSTRG.2023.1	948	1491	63.5815
MSTRG.2030.1	178	1156	15.3979
MSTRG.2031.1	0	909	0
MSTRG.2035.1	100	1252	7.98722
MSTRG.2036.1	0	1187	0
MSTRG.2037.1	1090	2254	48.3585
MSTRG.2038.1	35	566	6.18375
MSTRG.2039.1	0	1035	0
MSTRG.2041.1	0	1677	0
MSTRG.2048.1	763	2572	29.6656
MSTRG.2050.2	0	1022	0
MSTRG.2053.1	35	255	13.7255
MSTRG.2059.1	0	1805	0
MSTRG.2065.1	0	204	0
MSTRG.2076.5	0	2699	0
MSTRG.2084.1	0	1949	0
MSTRG.2086.1	0	554	0
MSTRG.2087.1	87	1020	8.52941
MSTRG.211.1	0	220	0
MSTRG.2113.1	82	804	10.199
MSTRG.2117.1	0	920	0
MSTRG.2144.1	0	1624	0
MSTRG.2149.1	0	780	0
MSTRG.2150.3	697	4067	17.1379
MSTRG.2152.1	0	1023	0
MSTRG.2158.1	33	307	10.7492
MSTRG.2165.2	54	3598	1.50083
MSTRG.2167.1	46	2048	2.24609
MSTRG.217.1	105	548	19.1606
MSTRG.2171.3	0	4003	0
MSTRG.2173.6	239	1925	12.4156
MSTRG.2183.1	0	333	0
MSTRG.2196.1	96	1660	5.78313
MSTRG.2218.1	0	320	0
MSTRG.2229.1	1	332	0.301205
MSTRG.223.7	112	3290	3.40426
MSTRG.2237.1	148	744	19.8925
MSTRG.2243.1	0	632	0
MSTRG.2248.7	0	3065	0
MSTRG.2251.1	0	313	0
MSTRG.2257.1	0	399	0
MSTRG.2265.3	0	1862	0
MSTRG.2276.1	0	521	0
MSTRG.2286.1	0	854	0
MSTRG.2289.1	0	444	0
MSTRG.2290.1	0	873	0
MSTRG.2300.1	136	2353	5.77986
MSTRG.2305.1	0	509	0
MSTRG.2311.1	0	207	0
MSTRG.2315.1	0	247	0
MSTRG.2317.1	246	802	30.6733
MSTRG.2326.1	30	535	5.60748
MSTRG.2333.1	107	2890	3.70242
MSTRG.2334.6	0	1683	0
MSTRG.2340.2	143	2188	6.53565
MSTRG.2342.1	0	2250	0
MSTRG.2343.15	49	3143	1.55902
MSTRG.2346.1	0	1009	0
MSTRG.2348.1	0	305	0
MSTRG.2349.1	0	502	0
MSTRG.2351.1	123	1617	7.60668
MSTRG.2354.4	1125	2467	45.6019
MSTRG.2364.2	0	1322	0
MSTRG.2373.1	44	4232	1.0397
MSTRG.2380.1	0	701	0
MSTRG.2386.1	0	899	0
MSTRG.2393.1	0	486	0
MSTRG.2394.1	0	337	0
MSTRG.2395.1	0	308	0
MSTRG.2396.1	0	284	0
MSTRG.2397.1	0	299	0
MSTRG.2400.2	161	3713	4.33612
MSTRG.2419.1	0	2347	0
MSTRG.2424.1	50	4040	1.23762
MSTRG.2425.1	39	788	4.94924
MSTRG.2436.1	94	5356	1.75504
MSTRG.244.1	0	1324	0
MSTRG.2450.1	0	740	0
MSTRG.2464.2	100	1824	5.48246
MSTRG.2467.1	0	1695	0
MSTRG.2487.1	0	265	0
MSTRG.2488.1	0	1248	0
MSTRG.2499.1	0	249	0
MSTRG.2514.1	0	205	0
MSTRG.2519.1	0	783	0
MSTRG.2520.1	46	745	6.1745
MSTRG.2524.1	0	1122	0
MSTRG.2525.1	0	1007	0
MSTRG.2547.1	0	895	0
MSTRG.2548.1	0	1790	0
MSTRG.256.1	0	1694	0
MSTRG.2569.1	459	1157	39.6716
MSTRG.2578.1	104	1725	6.02899
MSTRG.2581.1	0	321	0
MSTRG.2589.1	676	1731	39.0526
MSTRG.2598.4	0	1680	0
MSTRG.2607.1	319	2773	11.5038
MSTRG.2619.1	0	2174	0
MSTRG.262.1	0	2011	0
MSTRG.2623.1	127	2144	5.92351
MSTRG.264.1	0	230	0
MSTRG.2687.1	0	948	0
MSTRG.2688.1	0	1265	0
MSTRG.2700.2	1253	4937	25.3798
MSTRG.2704.1	0	1371	0
MSTRG.2715.6	0	333	0
MSTRG.2716.1	0	291	0
MSTRG.2717.1	0	214	0
MSTRG.2718.1	0	2544	0
MSTRG.2726.1	0	892	0
MSTRG.2727.4	0	3510	0
MSTRG.2731.1	91	2110	4.3128
MSTRG.2734.1	0	260	0
MSTRG.274.2	0	1091	0
MSTRG.2744.1	0	1559	0
MSTRG.2755.1	0	2052	0
MSTRG.2772.2	293	1038	28.2274
MSTRG.2776.1	0	606	0
MSTRG.2777.1	0	1310	0
MSTRG.2778.1	0	2794	0
MSTRG.2785.1	0	1195	0
MSTRG.2805.1	52	848	6.13208
MSTRG.2808.3	0	1275	0
MSTRG.2809.2	0	6620	0
MSTRG.28.1	38	2104	1.80608
MSTRG.2810.1	0	542	0
MSTRG.2819.1	0	2720	0
MSTRG.2820.4	0	1538	0
MSTRG.282.1	55	530	10.3774
MSTRG.2822.1	0	1211	0
MSTRG.2823.1	0	652	0
MSTRG.2824.1	0	1795	0
MSTRG.2831.1	51	1132	4.5053
MSTRG.2832.1	17	648	2.62346
MSTRG.2837.2	0	1099	0
MSTRG.2839.1	0	268	0
MSTRG.2840.1	0	4344	0
MSTRG.2841.1	0	787	0
MSTRG.2849.1	0	516	0
MSTRG.2850.1	0	941	0
MSTRG.2853.1	0	1990	0
MSTRG.286.1	0	625	0
MSTRG.2870.1	0	434	0
MSTRG.2871.1	0	464	0
MSTRG.2875.1	0	261	0
MSTRG.2882.1	0	313	0
MSTRG.2891.1	0	396	0
MSTRG.289.2	61	2631	2.31851
MSTRG.2896.1	0	2833	0
MSTRG.2901.1	97	327	29.6636
MSTRG.2910.2	0	996	0
MSTRG.2921.1	73	759	9.61792
MSTRG.2922.1	15	1335	1.1236
MSTRG.2923.1	0	3420	0
MSTRG.2928.1	0	643	0
MSTRG.2933.1	0	580	0
MSTRG.2940.1	0	733	0
MSTRG.2942.1	0	650	0
MSTRG.2945.1	0	322	0
MSTRG.2954.1	0	253	0
MSTRG.2958.1	128	2313	5.53394
MSTRG.2959.1	0	529	0
MSTRG.2961.6	313	5856	5.34495
MSTRG.2963.1	0	296	0
MSTRG.2966.1	0	600	0
