afla	afum	anid	anig	myID
F9C07_2199781	Afu1g15340	AN0874	An01g13560	myID931
F9C07_2228013	Afu1g15350	AN0875	An01g13580	myID932
F9C07_1082970	Afu1g15360	AN0876	An01g13630	myID933
F9C07_2060207	Afu1g15370	AN10128	An01g13640	myID934
F9C07_2279479	Afu1g15390	AN0879	An01g13680	myID935
F9C07_1195	Afu1g15400	AN0880	An01g13690	myID936
F9C07_2059249	Afu1g15410	AN0881	An01g13750	myID937
F9C07_2279466	Afu1g15450	AN0893	An01g13920	myID938
F9C07_1173	Afu1g15460	AN0892	An01g13900	myID939
F9C07_1174	Afu1g15470	AN0891	An01g13890	myID940
F9C07_2279470	Afu1g15490	AN0890	An01g13880	myID941
F9C07_1178	Afu1g15500	AN0889	An01g13830	myID942
F9C07_1179	Afu1g15510	AN0888	An01g13820	myID943
F9C07_2249996	Afu1g15520	AN0887	An01g13810	myID944
F9C07_1182	Afu1g15550	AN0885	An01g13790	myID945
F9C07_1183	Afu1g15560	AN0884	An01g13780	myID946
F9C07_1185	Afu1g15570	AN0883	An01g13770	myID947
F9C07_1167	Afu1g15580	AN0897	An01g13940	myID948
F9C07_1168	Afu1g15590	AN0896	An01g13930	myID949
F9C07_1165	Afu1g15640	AN0898	An01g13960	myID950
F9C07_1164	Afu1g15650	AN0899	An01g13980	myID951
F9C07_1077781	Afu1g15680	AN0902	An01g14020	myID952
F9C07_2102030	Afu1g15690	AN0903	An01g14030	myID953
F9C07_2227975	Afu1g15700	AN0904	An01g14040	myID954
F9C07_2279451	Afu1g15710	AN0905	An01g14050	myID955
F9C07_2279450	Afu1g15720	AN0906	An01g14070	myID956
F9C07_1154	Afu1g15730	AN0907	An01g14080	myID957
F9C07_2279444	Afu1g15740	AN0908	An01g14090	myID958
F9C07_1148	Afu1g15750	AN0909	An01g14100	myID959
F9C07_1146	Afu1g15760	AN0910	An01g14110	myID960
F9C07_1145	Afu1g15770	AN0911	An01g14120	myID961
F9C07_1144	Afu1g15780	AN0912	An01g14130	myID962
F9C07_1143	Afu1g15790	AN0913	An01g14140	myID963
F9C07_2059659	Afu1g15800	AN0914	An01g14160	myID964
F9C07_1140	Afu1g15810	AN0917	An01g14180	myID965
F9C07_1139	Afu1g15820	AN0918	An01g14200	myID966
F9C07_1138	Afu1g15830	AN0919	An01g14210	myID967
F9C07_1074763	Afu1g15840	AN0920	An01g14230	myID968
F9C07_1135	Afu1g15860	AN0922	An01g14250	myID969
F9C07_2279432	Afu1g15870	AN0923	An01g14280	myID970
F9C07_2138040	Afu1g15880	AN0924	An01g14290	myID971
F9C07_1132	Afu1g15890	AN0925	An01g14310	myID972
F9C07_2279426	Afu1g15900	AN0926	An01g14330	myID973
F9C07_1126	Afu1g15910	AN0928	An01g14360	myID974
F9C07_1124	Afu1g15920	AN0927	An01g11160	myID975
F9C07_2227942	Afu1g15930	AN0929	An01g11150	myID976
F9C07_2227939	Afu1g15940	AN0930	An01g11100	myID977
F9C07_1118	Afu1g15950	AN0931	An01g11080	myID978
F9C07_1070149	Afu1g16200	AN0934	An01g11000	myID979
F9C07_1114	Afu1g16210	AN0936	An01g10990	myID980
F9C07_1113	Afu1g16220	AN0937	An01g10980	myID981
F9C07_1112	Afu1g16230	AN0938	An01g10970	myID982
F9C07_1111	Afu1g16240	AN0939	An01g10960	myID983
F9C07_1110	Afu1g16250	AN0941	An01g10930	myID984
F9C07_1104	Afu1g16270	AN0942	An01g10920	myID985
F9C07_1103	Afu1g16280	AN0943	An01g10880	myID986
F9C07_2279407	Afu1g16290	AN0944	An01g10870	myID987
F9C07_1101	Afu1g16300	AN10135	An01g10860	myID988
F9C07_1100	Afu1g16310	AN10134	An01g10840	myID989
F9C07_1099	Afu1g16320	AN10129	An01g10830	myID990
F9C07_1098	Afu1g16330	AN0946	An01g10820	myID991
F9C07_1097	Afu1g16340	AN10136	An01g10810	myID992
F9C07_2059050	Afu1g16470	AN11892	An01g10760	myID993
F9C07_1069915	Afu1g16480	AN0952	An01g10750	myID994
F9C07_2279395	Afu1g16500	AN0953	An01g10740	myID995
F9C07_1086	Afu1g16510	AN0954	An01g10730	myID996
F9C07_1085	Afu1g16523	AN10130	An01g10720	myID997
F9C07_2279393	Afu1g16540	AN10137	An01g10710	myID998
F9C07_2137851	Afu1g16550	AN0956	An01g10700	myID999
F9C07_1082	Afu1g16553	AN11893	An01g10690	myID1000
F9C07_1081	Afu1g16556	AN11894	An01g10680	myID1001
F9C07_1079	Afu1g16570	AN0960	An01g10660	myID1002
F9C07_2279374	Afu1g16580	AN0976	An01g10490	myID1003
F9C07_2279377	Afu1g16590	AN0973	An01g10540	myID1004
F9C07_1069264	Afu1g16600	AN11897	An01g10580	myID1005
F9C07_1070	Afu1g16610	AN0966	An01g10600	myID1006
F9C07_1076	Afu1g16640	AN0964	An01g10620	myID1007
F9C07_1061	Afu1g16650	AN0977	An01g10460	myID1008
F9C07_2137760	Afu1g16680	AN0979	An01g10380	myID1009
F9C07_1067655	Afu1g16710	AN0981	An01g10340	myID1010
F9C07_1067742	Afu1g16720	AN0982	An01g10310	myID1011
F9C07_2279361	Afu1g16730	AN0984	An01g10270	myID1012
F9C07_2279352	Afu1g16745	AN0986	An01g10200	myID1013
F9C07_1037	Afu1g16780	AN0988	An01g10170	myID1014
F9C07_1036	Afu1g16790	AN0989	An01g10150	myID1015
F9C07_1035	Afu1g16800	AN0990	An01g10140	myID1016
F9C07_1034	Afu1g16810	AN0991	An01g10100	myID1017
F9C07_1033	Afu1g16820	AN0643	An01g10070	myID1018
F9C07_1032	Afu1g16830	AN10105	An01g10060	myID1019
F9C07_2137655	Afu1g16840	AN0641	An01g10050	myID1020
F9C07_1030	Afu1g16850	AN0640	An01g10030	myID1021
F9C07_1029	Afu1g16860	AN0639	An01g10020	myID1022
F9C07_2058732	Afu1g16940	AN0637	An01g09920	myID1023
F9C07_2279329	Afu1g16950	AN0636	An01g09910	myID1024
F9C07_2227841	Afu1g16960	AN0635	An01g09900	myID1025
F9C07_2279328	Afu1g16970	AN0634	An01g09890	myID1026
F9C07_1011	Afu1g16980	AN0633	An01g09880	myID1027
F9C07_1010	Afu1g16990	AN0632	An01g09860	myID1028
F9C07_1009	Afu1g17000	AN0631	An01g09850	myID1029
F9C07_2279326	Afu1g17010	AN0629	An01g09830	myID1030
F9C07_4727	Afu1g17040	AN0628	An01g09780	myID1031
F9C07_4725	Afu1g17070	AN0627	An01g09650	myID1032
F9C07_4724	Afu1g17090	AN0625	An01g09640	myID1033
F9C07_4723	Afu1g17100	AN0624	An01g09630	myID1034
F9C07_2281766	Afu1g17110	AN0623	An01g09620	myID1035
F9C07_2284730	Afu2g00760	AN7646	An10g00870	myID1036
F9C07_2284713	Afu2g00790	AN10977	An10g00810	myID1037
F9C07_6420	Afu2g00967	AN7635	An10g00560	myID1038
F9C07_6416	Afu2g00970	AN7636	An10g00570	myID1039
F9C07_2284699	Afu2g01000	AN7626	An10g00540	myID1040
F9C07_6424	Afu2g01010	AN7625	An10g00530	myID1041
F9C07_2284683	Afu2g01040	AN7632	An10g00510	myID1042
F9C07_6442	Afu2g01050	AN7649	An10g00500	myID1043
F9C07_2284681	Afu2g01060	AN11994	An10g00490	myID1044
F9C07_6444	Afu2g01070	AN11995	An10g00480	myID1045
F9C07_6445	Afu2g01080	AN7651	An10g00470	myID1046
F9C07_1640219	Afu2g01090	AN7652	An10g00460	myID1047
F9C07_2222509	Afu2g01120	AN10978	An10g00440	myID1048
F9C07_6450	Afu2g01140	AN7654	An10g00430	myID1049
F9C07_6457	Afu2g01170	AN7657	An10g00400	myID1050
F9C07_2233921	Afu2g01200	AN10999	An10g00370	myID1051
F9C07_2284662	Afu2g01210	AN7659	An10g00360	myID1052
F9C07_2284661	Afu2g01220	AN10981	An10g00350	myID1053
F9C07_6468	Afu2g01230	AN10990	An10g00330	myID1054
F9C07_6470	Afu2g01260	AN7661	An03g05170	myID1055
F9C07_6471	Afu2g01270	AN7662	An03g05160	myID1056
F9C07_1638728	Afu2g01280	AN7663	An03g05150	myID1057
F9C07_2284655	Afu2g01310	AN10993	An03g05110	myID1058
F9C07_2070964	Afu2g01350	AN7666	An03g05090	myID1059
F9C07_1638097	Afu2g01360	AN7668	An03g05080	myID1060
F9C07_2284307	Afu2g01430	AN7670	An03g05030	myID1061
F9C07_2284308	Afu2g01440	AN7671	An03g05020	myID1062
F9C07_2161214	Afu2g01450	AN7672	An03g05010	myID1063
F9C07_6877	Afu2g01460	AN7673	An03g05000	myID1064
F9C07_6876	Afu2g01480	AN7674	An03g04990	myID1065
F9C07_6875	Afu2g01490	AN7675	An03g04980	myID1066
F9C07_2284310	Afu2g01500	AN7676	An03g04970	myID1067
F9C07_2284322	Afu2g01520	AN7678	An03g04960	myID1068
F9C07_2284323	Afu2g01530	AN7679	An03g04940	myID1069
F9C07_2284324	Afu2g01540	AN7680	An03g04930	myID1070
F9C07_2284325	Afu2g01550	AN7681	An03g04920	myID1071
F9C07_6858	Afu2g01570	AN7682	An03g04910	myID1072
F9C07_2284328	Afu2g01590	AN7683	An03g04860	myID1073
F9C07_1611224	Afu2g01610	AN7690	An03g04840	myID1074
F9C07_2190842	Afu2g01620	AN7689	An03g04820	myID1075
F9C07_2284333	Afu2g01630	AN10983	An03g04810	myID1076
F9C07_6847	Afu2g01650	AN10991	An03g04800	myID1077
F9C07_2284336	Afu2g01660	AN7687	An03g04790	myID1078
F9C07_2284337	Afu2g01670	AN7686	An03g04770	myID1079
F9C07_1611659	Afu2g01680	AN7684	An03g04750	myID1080
F9C07_6834	Afu2g01700	AN7695	An03g04720	myID1081
F9C07_2229477	Afu2g01720	AN4654	An07g05260	myID1082
F9C07_5581	Afu2g01730	AN4646	An07g05420	myID1083
F9C07_5582	Afu2g01780	AN4648	An07g05380	myID1084
F9C07_5594	Afu2g01790	AN4650	An07g05410	myID1085
F9C07_5597	Afu2g01820	AN10574	An07g05350	myID1086
F9C07_2229475	Afu2g01830	AN4652	An07g05290	myID1087
F9C07_5599	Afu2g01840	AN4653	An07g05280	myID1088
F9C07_5583	Afu2g01850	AN4647	An07g05370	myID1089
F9C07_2285211	Afu2g01860	AN4565	An07g05550	myID1090
F9C07_2280790	Afu2g01870	AN4566	An07g05570	myID1091
F9C07_1850985	Afu2g01880	AN10570	An07g05600	myID1092
F9C07_2280796	Afu2g01890	AN4569	An07g05610	myID1093
F9C07_2229488	Afu2g01900	AN4570	An07g05620	myID1094
F9C07_2280797	Afu2g01910	AN4571	An07g05630	myID1095
F9C07_1851104	Afu2g01930	AN4572	An07g05760	myID1096
F9C07_2200857	Afu2g01940	AN4574	An07g05670	myID1097
F9C07_2280800	Afu2g01950	AN4576	An07g05650	myID1098
F9C07_2229497	Afu2g01970	AN4582	An07g05780	myID1099
F9C07_1851661	Afu2g01980	AN4581	An07g05790	myID1100
F9C07_5625	Afu2g01990	AN4580	An07g05800	myID1101
F9C07_5626	Afu2g02000	AN4579	An07g05810	myID1102
F9C07_5627	Afu2g02010	AN4578	An07g05820	myID1103
F9C07_5628	Afu2g02020	AN4577	An07g05830	myID1104
F9C07_2229505	Afu2g02050	AN4583	An07g05920	myID1105
F9C07_1851818	Afu2g02060	AN4584	An07g05930	myID1106
F9C07_5633	Afu2g02070	AN4585	An07g05940	myID1107
F9C07_5634	Afu2g02080	AN4586	An07g05960	myID1108
F9C07_5638	Afu2g02100	AN12465	An07g06840	myID1109
F9C07_2063392	Afu2g02120	AN4591	An07g06780	myID1110
F9C07_2280817	Afu2g02150	AN4594	An07g06760	myID1111
F9C07_5643	Afu2g02160	AN4595	An07g06750	myID1112
F9C07_2280819	Afu2g02165	AN4596	An07g06740	myID1113
F9C07_2280820	Afu2g02170	AN4597	An07g06730	myID1114
F9C07_2280821	Afu2g02180	AN4598	An07g06700	myID1115
F9C07_2229522	Afu2g02190	AN4599	An07g06640	myID1116
F9C07_5649	Afu2g02210	AN4600	An07g06630	myID1117
F9C07_2063324	Afu2g02220	AN4601	An07g06610	myID1118
F9C07_2103548	Afu2g02230	AN4602	An07g06600	myID1119
F9C07_2280830	Afu2g02240	AN12163	An07g06590	myID1120
F9C07_5658	Afu2g02260	AN4610	An07g06580	myID1121
F9C07_5659	Afu2g02270	AN4611	An07g06570	myID1122
F9C07_5660	Afu2g02275	AN11444	An07g06560	myID1123
F9C07_5661	Afu2g02280	AN4612	An07g06550	myID1124
F9C07_2280835	Afu2g02290	AN4613	An07g06540	myID1125
F9C07_2280836	Afu2g02300	AN4614	An07g06535	myID1126
F9C07_2280838	Afu2g02310	AN4615	An07g06530	myID1127
F9C07_2280839	Afu2g02320	AN4616	An07g06520	myID1128
F9C07_5667	Afu2g02340	AN4617	An07g06510	myID1129
F9C07_2280840	Afu2g02360	AN4623	An07g06430	myID1130
F9C07_5671	Afu2g02380	AN4622	An07g06420	myID1131
F9C07_5683	Afu2g02400	AN4631	An07g06370	myID1132
F9C07_5684	Afu2g02420	AN4632	An07g06350	myID1133
F9C07_2280855	Afu2g02430	AN4633	An07g06340	myID1134
F9C07_7259	Afu2g02450	AN10572	An07g06200	myID1135
F9C07_1448272	Afu2g02460	AN4638	An07g06160	myID1136
F9C07_7248	Afu2g02470	AN4637	An07g06190	myID1137
F9C07_7249	Afu2g02480	AN4636	An07g06140	myID1138
F9C07_2282338	Afu2g02510	AN4639	An07g06130	myID1139
F9C07_2152581	Afu2g02520	AN4564	An07g06100	myID1140
F9C07_7237	Afu2g02530	AN4563	An07g06080	myID1141
F9C07_2231248	Afu2g02540	AN4562	An07g06050	myID1142
F9C07_7232	Afu2g02550	AN4561	An07g06040	myID1143
F9C07_1446331	Afu2g02560	AN4547	An07g06030	myID1144
F9C07_7230	Afu2g02570	AN4548	An07g06020	myID1145
F9C07_7229	Afu2g02580	AN4549	An07g06010	myID1146
F9C07_7228	Afu2g02590	AN4550	An07g06000	myID1147
F9C07_7226	Afu2g02610	AN11913	An07g05990	myID1148
F9C07_1446258	Afu2g02620	AN4552	An07g05980	myID1149
F9C07_2282320	Afu2g02660	AN4555	An07g06980	myID1150
F9C07_2282319	Afu2g02670	AN4556	An07g06990	myID1151
F9C07_2282318	Afu2g02680	AN4557	An07g07000	myID1152
F9C07_7215	Afu2g02700	AN4559	An07g07020	myID1153
F9C07_7214	Afu2g02710	AN4560	An07g07010	myID1154
F9C07_7212	Afu2g02730	AN4542	An07g07060	myID1155
F9C07_1444489	Afu2g02750	AN4543	An07g07100	myID1156
F9C07_2152462	Afu2g02760	AN4544	An07g07110	myID1157
F9C07_2282310	Afu2g02770	AN4545	An07g07140	myID1158
F9C07_7208	Afu2g02780	AN4546	An07g07150	myID1159
F9C07_7207	Afu2g02810	AN4540	An07g07160	myID1160
F9C07_7206	Afu2g02820	AN4539	An07g07170	myID1161
F9C07_2231220	Afu2g02830	AN4538	An07g07180	myID1162
F9C07_2152315	Afu2g02840	AN4537	An07g07190	myID1163
F9C07_2282305	Afu2g02850	AN4536	An07g07210	myID1164
F9C07_7198	Afu2g02860	AN4535	An07g07240	myID1165
F9C07_1444254	Afu2g02870	AN4534	An07g07250	myID1166
F9C07_2105176	Afu2g02880	AN10564	An07g07260	myID1167
F9C07_7194	Afu2g02910	AN4532	An07g07280	myID1168
F9C07_7193	Afu2g02920	AN4531	An07g07290	myID1169
F9C07_7188	Afu2g02960	AN4530	An07g07310	myID1170
F9C07_1441725	Afu2g02970	AN4529	An07g07320	myID1171
F9C07_1440175	Afu2g02980	AN4528	An07g07340	myID1172
F9C07_2282289	Afu2g02990	AN4527	An07g07370	myID1173
F9C07_2282288	Afu2g03000	AN4526	An07g07380	myID1174
F9C07_7182	Afu2g03010	AN4525	An07g07390	myID1175
F9C07_2152188	Afu2g03020	AN4524	An07g07400	myID1176
F9C07_2152180	Afu2g03030	AN4523	An07g07420	myID1177
F9C07_7178	Afu2g03040	AN4522	An07g07430	myID1178
F9C07_7177	Afu2g03050	AN4521	An07g07450	myID1179
F9C07_1440379	Afu2g03060	AN4520	An07g07460	myID1180
F9C07_7175	Afu2g03070	AN4519	An07g07470	myID1181
F9C07_2231195	Afu2g03080	AN4518	An07g07480	myID1182
F9C07_7173	Afu2g03090	AN4517	An07g07500	myID1183
F9C07_2285271	Afu2g03100	AN10569	An07g07510	myID1184
F9C07_8949	Afu2g03110	AN10563	An07g07520	myID1185
F9C07_8948	Afu2g03120	AN4515	An07g07530	myID1186
F9C07_2070811	Afu2g03130	AN10566	An07g07550	myID1187
F9C07_1699704	Afu2g03140	AN10562	An07g07560	myID1188
F9C07_2285267	Afu2g03150	AN4513	An07g07570	myID1189
F9C07_8942	Afu2g03155	AN4512	An07g07580	myID1190
F9C07_8941	Afu2g03160	AN4511	An07g07590	myID1191
F9C07_8939	Afu2g03170	AN4510	An07g07610	myID1192
F9C07_8937	Afu2g03200	AN4509	An07g07650	myID1193
F9C07_2285261	Afu2g03210	AN11910	An07g07660	myID1194
F9C07_8935	Afu2g03220	AN4508	An07g07670	myID1195
F9C07_1695849	Afu2g03250	AN4506	An07g07680	myID1196
F9C07_8933	Afu2g03260	AN4505	An07g07690	myID1197
F9C07_8932	Afu2g03270	AN4504	An07g07700	myID1198
F9C07_8931	Afu2g03280	AN4502	An07g07740	myID1199
F9C07_2071850	Afu2g03290	AN4501	An07g07760	myID1200
F9C07_2234620	Afu2g03300	AN4500	An07g07780	myID1201
F9C07_2234619	Afu2g03310	AN4499	An07g07790	myID1202
F9C07_8928	Afu2g03320	AN4498	An07g07800	myID1203
F9C07_8927	Afu2g03350	AN4497	An07g07810	myID1204
F9C07_2072960	Afu2g03360	AN4496	An07g07820	myID1205
F9C07_1695827	Afu2g03380	AN4494	An07g07840	myID1206
F9C07_2285252	Afu2g03390	AN4493	An07g07850	myID1207
F9C07_8920	Afu2g03400	AN4492	An07g07860	myID1208
F9C07_8919	Afu2g03410	AN4491	An07g07870	myID1209
F9C07_2285250	Afu2g03420	AN4490	An07g07880	myID1210
F9C07_1696332	Afu2g03440	AN4488	An07g07910	myID1211
F9C07_2165172	Afu2g03460	AN4486	An07g07930	myID1212
F9C07_8910	Afu2g03480	AN4484	An07g07940	myID1213
F9C07_8909	Afu2g03490	AN4483	An07g07970	myID1214
F9C07_8908	Afu2g03500	AN4482	An07g07980	myID1215
F9C07_2285239	Afu2g03560	AN4479	An07g08100	myID1216
F9C07_8898	Afu2g03580	AN3824	An07g08140	myID1217
F9C07_2285234	Afu2g03600	AN3822	An07g08160	myID1218
F9C07_2285233	Afu2g03610	AN12478	An07g08170	myID1219
F9C07_8893	Afu2g03630	AN9462	An07g08200	myID1220
F9C07_2071955	Afu2g03640	AN9463	An07g08210	myID1221
F9C07_1694325	Afu2g03650	AN3821	An07g08220	myID1222
F9C07_2204292	Afu2g03680	AN3819	An07g08240	myID1223
F9C07_8887	Afu2g03690	AN3818	An07g08250	myID1224
F9C07_8886	Afu2g03700	AN3817	An07g08280	myID1225
F9C07_2285226	Afu2g03710	AN3815	An07g08290	myID1226
F9C07_2285225	Afu2g03720	AN3814	An07g08300	myID1227
F9C07_2285224	Afu2g03730	AN3813	An07g08310	myID1228
F9C07_8880	Afu2g03740	AN3812	An07g08320	myID1229
F9C07_8879	Afu2g03750	AN3811	An07g08330	myID1230
F9C07_1515	Afu2g03760	AN3810	An07g08370	myID1231
F9C07_1516	Afu2g03770	AN3809	An07g08360	myID1232
F9C07_1108718	Afu2g03780	AN3808	An07g08350	myID1233
F9C07_1518	Afu2g03790	AN3807	An07g08340	myID1234
F9C07_1519	Afu2g03810	AN3806	An07g08380	myID1235
F9C07_1522	Afu2g03840	AN3803	An07g08430	myID1236
F9C07_1523	Afu2g03850	AN3802	An07g08470	myID1237
F9C07_1108626	Afu2g03910	AN3797	An07g08490	myID1238
F9C07_1530	Afu2g03920	AN3795	An07g08520	myID1239
F9C07_2060636	Afu2g03930	AN3794	An07g08590	myID1240
F9C07_1533	Afu2g03950	AN3793	An07g08600	myID1241
F9C07_1535	Afu2g03955	AN3788	An07g08620	myID1242
F9C07_2139774	Afu2g03970	AN3789	An07g08630	myID1243
F9C07_1537	Afu2g03980	AN3790	An07g08640	myID1244
F9C07_1538	Afu2g03990	AN3791	An07g08650	myID1245
F9C07_1539	Afu2g04000	AN3787	An07g08690	myID1246
F9C07_1543	Afu2g04030	AN3785	An07g08730	myID1247
F9C07_2279766	Afu2g04040	AN5230	An07g08740	myID1248
F9C07_2279767	Afu2g04050	AN5229	An07g08750	myID1249
F9C07_2279768	Afu2g04060	AN5228	An07g08760	myID1250
F9C07_2279771	Afu2g04080	AN5226	An07g08810	myID1251
F9C07_2199942	Afu2g04095	AN5225	An07g08820	myID1252
F9C07_1552	Afu2g04110	AN5224	An07g08830	myID1253
F9C07_2228332	Afu2g04120	AN5223	An07g08840	myID1254
F9C07_2279774	Afu2g04130	AN5222	An07g08850	myID1255
F9C07_2228334	Afu2g04140	AN5221	An07g08860	myID1256
F9C07_2279776	Afu2g04150	AN5220	An07g08870	myID1257
F9C07_2989	Afu2g04170	AN1902	An11g02270	myID1258
F9C07_1234837	Afu2g04190	AN1900	An11g02220	myID1259
F9C07_2277402	Afu2g04210	AN1898	An11g02190	myID1260
F9C07_2277403	Afu2g04220	AN1897	An11g02180	myID1261
F9C07_2277404	Afu2g04230	AN1896	An11g02170	myID1262
F9C07_2277405	Afu2g04240	AN1895	An11g02160	myID1263
F9C07_2277407	Afu2g04262	AN1893	An11g02150	myID1264
F9C07_2979	Afu2g04270	AN1892	An11g02140	myID1265
F9C07_2975	Afu2g04330	AN1881	An11g03150	myID1266
F9C07_2973	Afu2g04350	AN1880	An11g03040	myID1267
F9C07_2277412	Afu2g04360	AN1879	An11g03000	myID1268
F9C07_2277414	Afu2g04390	AN10247	An11g03050	myID1269
F9C07_2967	Afu2g04400	AN10235	An11g03330	myID1270
F9C07_2961	Afu2g04430	AN1876	An11g03290	myID1271
F9C07_2960	Afu2g04440	AN1875	An11g03270	myID1272
F9C07_1237915	Afu2g04450	AN1874	An11g03180	myID1273
F9C07_2953	Afu2g04460	AN1873	An11g03170	myID1274
F9C07_2954	Afu2g04470	AN1871	An11g03160	myID1275
F9C07_1238474	Afu2g04480	AN1870	An11g03120	myID1276
F9C07_2951	Afu2g04520	AN1868	An11g03110	myID1277
F9C07_2949	Afu2g04533	AN1863	An11g03770	myID1278
F9C07_2948	Afu2g04535	AN1864	An11g03760	myID1279
F9C07_1239333	Afu2g04550	AN1865	An11g03700	myID1280
F9C07_2054304	Afu2g04590	AN11861	An11g04150	myID1281
F9C07_2936	Afu2g04610	AN11862	An11g04168	myID1282
F9C07_2937	Afu2g04620	AN2062	An11g04180	myID1283
F9C07_1239635	Afu2g04630	AN2063	An11g04200	myID1284
F9C07_2930	Afu2g04650	AN2065	An11g04210	myID1285
F9C07_2929	Afu2g04670	AN2066	An11g04310	myID1286
F9C07_2053686	Afu2g04680	AN2067	An11g04320	myID1287
F9C07_2225733	Afu2g04700	AN2068	An11g04360	myID1288
F9C07_2925	Afu2g04710	AN2069	An11g04370	myID1289
F9C07_2277453	Afu2g04720	AN2072	An11g04385	myID1290
F9C07_2128757	Afu2g04740	AN2071	An11g04400	myID1291
F9C07_2916	Afu2g04750	AN2070	An11g04410	myID1292
F9C07_2915	Afu2g04760	AN2073	An11g04420	myID1293
F9C07_2914	Afu2g04770	AN2076	An11g04460	myID1294
F9C07_2277464	Afu2g04780	AN2077	An11g04470	myID1295
F9C07_2225746	Afu2g04790	AN2078	An11g04480	myID1296
F9C07_2909	Afu2g04800	AN2079	An11g04500	myID1297
F9C07_2908	Afu2g04820	AN2080	An11g04510	myID1298
F9C07_2225749	Afu2g04830	AN2081	An11g04520	myID1299
F9C07_1240274	Afu2g04840	AN2082	An11g04530	myID1300
F9C07_2906	Afu2g04850	AN2083	An11g04540	myID1301
F9C07_2900	Afu2g04900	AN2084	An11g04610	myID1302
F9C07_2277473	Afu2g04910	AN2085	An11g04620	myID1303
F9C07_2277474	Afu2g04920	AN2086	An11g04630	myID1304
F9C07_2897	Afu2g04930	AN10260	An11g04640	myID1305
F9C07_2277476	Afu2g04940	AN10257	An11g04650	myID1306
F9C07_2894	Afu2g04950	AN2088	An11g04660	myID1307
F9C07_2277478	Afu2g04960	AN2087	An11g04670	myID1308
F9C07_1242917	Afu2g04970	AN2090	An11g04690	myID1309
F9C07_2891	Afu2g04980	AN2091	An11g04720	myID1310
F9C07_2890	Afu2g05000	AN2092	An11g04730	myID1311
F9C07_2225766	Afu2g05010	AN2093	An11g04740	myID1312
F9C07_2277482	Afu2g05020	AN2094	An11g04750	myID1313
F9C07_2886	Afu2g05030	AN2095	An11g04770	myID1314
F9C07_2225770	Afu2g05040	AN2096	An11g04780	myID1315
F9C07_1243004	Afu2g05050	AN2098	An11g04790	myID1316
F9C07_2277486	Afu2g05060	AN2099	An11g04810	myID1317
F9C07_2881	Afu2g05070	AN2100	An11g04820	myID1318
F9C07_2128917	Afu2g05080	AN2101	An11g04830	myID1319
F9C07_2879	Afu2g05085	AN2102	An11g04840	myID1320
F9C07_2877	Afu2g05100	AN2104	An11g04860	myID1321
F9C07_2876	Afu2g05110	AN2105	An11g04870	myID1322
F9C07_2079849	Afu2g05120	AN2107	An11g04890	myID1323
F9C07_2866	Afu2g05200	AN10261	An11g05260	myID1324
F9C07_2129027	Afu2g05210	AN10258	An11g05240	myID1325
F9C07_2862	Afu2g05220	AN2110	An11g05230	myID1326
F9C07_2858	Afu2g05230	AN2111	An11g05190	myID1327
F9C07_2198274	Afu2g05250	AN2113	An11g05180	myID1328
F9C07_2843	Afu2g05260	AN2114	An11g05130	myID1329
F9C07_10000	Afu2g05310	AN7508	An11g08550	myID1330
F9C07_10014	Afu2g05410	AN7504	An11g09300	myID1331
F9C07_10016	Afu2g05420	AN7503	An11g09310	myID1332
F9C07_2277175	Afu2g05430	AN7502	An11g09320	myID1333
F9C07_2277176	Afu2g05440	AN7501	An11g09330	myID1334
F9C07_10019	Afu2g05450	AN7500	An11g09350	myID1335
F9C07_2277177	Afu2g05470	AN7499	An11g09360	myID1336
F9C07_2056792	Afu2g05480	AN10970	An11g09370	myID1337
F9C07_10022	Afu2g05490	AN7498	An11g09380	myID1338
F9C07_10023	Afu2g05500	AN7497	An11g09390	myID1339
F9C07_10024	Afu2g05510	AN11565	An11g09400	myID1340
F9C07_2277181	Afu2g05520	AN7496	An02g13860	myID1341
F9C07_2217473	Afu2g05540	AN10944	An02g13880	myID1342
F9C07_10028	Afu2g05550	AN10943	An02g13890	myID1343
F9C07_10029	Afu2g05560	AN10955	An02g13900	myID1344
F9C07_2277187	Afu2g05580	AN7492	An02g13910	myID1345
F9C07_2277188	Afu2g05590	AN7491	An02g13920	myID1346
F9C07_2054741	Afu2g05600	AN7490	An02g13930	myID1347
F9C07_2277190	Afu2g05610	AN7474	An02g13940	myID1348
F9C07_2277191	Afu2g05620	AN7475	An02g13970	myID1349
F9C07_10037	Afu2g05630	AN7476	An02g14010	myID1350
F9C07_2225425	Afu2g05640	AN7478	An02g14070	myID1351
F9C07_2127190	Afu2g05650	AN7479	An02g14080	myID1352
F9C07_10040	Afu2g05670	AN7480	An02g14100	myID1353
F9C07_10041	Afu2g05680	AN7481	An02g14110	myID1354
F9C07_2277199	Afu2g05700	AN11749	An02g14160	myID1355
F9C07_10044	Afu2g05720	AN7484	An02g14170	myID1356
F9C07_10048	Afu2g05730	AN7485	An02g14190	myID1357
F9C07_10049	Afu2g05740	AN7487	An02g14200	myID1358
F9C07_10050	Afu2g05750	AN7488	An02g14210	myID1359
F9C07_2053537	Afu2g05760	AN7489	An02g14220	myID1360
F9C07_2198005	Afu2g05780	AN11746	An02g14240	myID1361
F9C07_2277208	Afu2g05790	AN7472	An02g14560	myID1362
